Prob Thresh,Max Pos,Stop Loss,Hold Days,Target/Trail,CAGR,Sharpe,Max DD
0.80,5,-5%,15,20%,4.26%,-0.70,-7.00%
0.80,5,-5%,15,30%,4.26%,-0.70,-7.00%
0.80,5,-5%,15,25%,4.26%,-0.70,-7.00%
0.80,5,-5%,60,35%,4.26%,-0.48,-13.73%
0.65,6,-6%,15,20%,4.25%,0.02,-35.55%
0.70,8,-12%,15,12%,4.25%,-0.11,-13.15%
0.75,3,-10%,15,12%,4.25%,-0.10,-20.56%
0.80,3,-15%,60,15%,4.25%,-0.21,-22.54%
0.80,3,-15%,50,15%,4.25%,-0.21,-22.54%
0.80,5,-5%,20,35%,4.25%,-0.54,-11.05%
0.70,3,-8%,50,20%,4.24%,0.01,-35.92%
0.60,2,-15%,30,12%,4.24%,0.12,-54.45%
0.80,2,-8%,60,30%,4.24%,-0.19,-17.77%
0.80,2,-8%,60,25%,4.24%,-0.19,-17.77%
0.80,2,-8%,60,20%,4.24%,-0.19,-17.77%
0.80,6,-5%,30,12%,4.23%,-0.76,-6.81%
0.65,10,-5%,20,20%,4.23%,-0.03,-35.12%
0.70,5,-15%,20,15%,4.23%,-0.04,-24.20%
0.70,2,-15%,30,30%,4.23%,0.07,-48.30%
0.60,2,-8%,45,15%,4.22%,0.09,-68.47%
0.65,4,-8%,30,20%,4.22%,0.05,-34.70%
0.70,2,-10%,60,15%,4.22%,0.04,-43.86%
0.80,2,-6%,30,12%,4.21%,-0.28,-16.74%
0.60,3,-12%,50,12%,4.21%,0.08,-59.59%
0.85,2,-12%,50,25%,4.21%,-0.66,-8.59%
0.85,2,-12%,50,30%,4.21%,-0.66,-8.59%
0.85,2,-12%,45,30%,4.21%,-0.66,-8.59%
0.85,2,-12%,60,25%,4.21%,-0.66,-8.59%
0.85,2,-12%,45,15%,4.21%,-0.66,-8.59%
0.85,2,-12%,50,35%,4.21%,-0.66,-8.59%
0.85,2,-12%,60,20%,4.21%,-0.66,-8.59%
0.85,2,-12%,60,12%,4.21%,-0.66,-8.59%
0.85,2,-12%,60,15%,4.21%,-0.66,-8.59%
0.85,2,-12%,45,25%,4.21%,-0.66,-8.59%
0.85,2,-12%,45,20%,4.21%,-0.66,-8.59%
0.85,2,-12%,45,35%,4.21%,-0.66,-8.59%
0.85,2,-12%,50,20%,4.21%,-0.66,-8.59%
0.85,2,-12%,50,15%,4.21%,-0.66,-8.59%
0.85,2,-12%,50,12%,4.21%,-0.66,-8.59%
0.85,2,-12%,45,12%,4.21%,-0.66,-8.59%
0.85,2,-12%,60,35%,4.21%,-0.66,-8.59%
0.85,2,-12%,60,30%,4.21%,-0.66,-8.59%
0.70,8,-6%,30,12%,4.21%,-0.12,-18.58%
0.70,4,-8%,20,15%,4.20%,-0.03,-23.22%
0.70,2,-6%,15,20%,4.19%,0.03,-37.69%
0.80,4,-5%,15,25%,4.19%,-0.61,-7.16%
0.80,4,-5%,15,20%,4.19%,-0.61,-7.16%
0.80,4,-5%,15,30%,4.19%,-0.61,-7.16%
0.70,3,-5%,45,30%,4.19%,0.01,-38.71%
0.80,6,-5%,50,25%,4.18%,-0.66,-11.02%
0.80,6,-5%,50,30%,4.18%,-0.66,-11.02%
0.65,6,-5%,45,20%,4.18%,0.03,-42.64%
0.80,3,-5%,50,35%,4.18%,-0.30,-17.86%
0.70,3,-12%,20,20%,4.18%,0.01,-24.11%
0.70,8,-10%,60,12%,4.17%,-0.10,-16.57%
0.80,4,-5%,20,35%,4.17%,-0.46,-11.99%
0.80,6,-5%,20,12%,4.17%,-0.80,-6.81%
0.60,10,-12%,45,15%,4.17%,0.04,-53.13%
0.70,6,-5%,45,12%,4.17%,-0.08,-25.10%
0.60,8,-12%,15,20%,4.17%,0.06,-55.96%
0.80,4,-5%,60,35%,4.17%,-0.41,-15.30%
0.70,5,-8%,15,15%,4.17%,-0.06,-19.21%
0.80,3,-5%,15,15%,4.16%,-0.47,-9.90%
0.80,3,-5%,15,12%,4.16%,-0.47,-9.90%
0.70,6,-6%,45,12%,4.16%,-0.08,-28.15%
0.60,8,-8%,45,20%,4.16%,0.05,-46.76%
0.80,6,-5%,40,30%,4.15%,-0.69,-11.02%
0.80,6,-5%,40,25%,4.15%,-0.69,-11.02%
0.70,3,-8%,40,15%,4.15%,-0.00,-40.15%
0.65,5,-5%,60,30%,4.15%,0.04,-35.43%
0.65,8,-12%,30,12%,4.15%,0.01,-42.62%
0.70,3,-15%,45,15%,4.15%,0.03,-40.33%
0.60,6,-6%,30,35%,4.15%,0.06,-47.30%
0.65,2,-10%,30,15%,4.14%,0.08,-50.38%
0.80,3,-5%,40,35%,4.13%,-0.32,-17.86%
0.70,2,-8%,60,25%,4.13%,0.05,-45.94%
0.70,6,-10%,45,12%,4.13%,-0.06,-19.68%
0.60,5,-8%,20,30%,4.12%,0.07,-42.40%
0.70,8,-10%,50,12%,4.12%,-0.10,-16.57%
0.60,4,-8%,20,30%,4.12%,0.08,-38.31%
0.60,5,-15%,40,15%,4.11%,0.07,-59.52%
0.70,8,-8%,45,12%,4.11%,-0.11,-15.94%
0.65,3,-12%,60,15%,4.10%,0.06,-45.43%
0.65,5,-8%,30,20%,4.09%,0.04,-36.35%
0.60,6,-8%,15,25%,4.09%,0.07,-46.34%
0.75,2,-10%,15,12%,4.09%,-0.06,-24.74%
0.80,6,-5%,60,25%,4.09%,-0.69,-11.02%
0.80,6,-5%,60,30%,4.09%,-0.69,-11.02%
0.60,8,-12%,30,20%,4.09%,0.06,-53.13%
0.80,6,-5%,20,20%,4.08%,-0.79,-8.74%
0.80,6,-5%,20,30%,4.08%,-0.79,-8.74%
0.80,6,-5%,20,25%,4.08%,-0.79,-8.74%
0.70,8,-12%,20,12%,4.08%,-0.12,-13.81%
0.70,4,-10%,40,20%,4.08%,-0.02,-31.25%
0.80,6,-5%,30,15%,4.08%,-0.81,-7.96%
0.75,3,-15%,15,12%,4.07%,-0.11,-20.53%
0.80,2,-6%,15,12%,4.07%,-0.32,-17.38%
0.80,2,-6%,15,15%,4.07%,-0.32,-17.38%
0.80,3,-5%,15,25%,4.07%,-0.49,-9.90%
0.80,3,-5%,15,20%,4.07%,-0.49,-9.90%
0.80,3,-5%,15,30%,4.07%,-0.49,-9.90%
0.80,6,-5%,60,12%,4.06%,-0.83,-6.81%
0.80,6,-5%,45,12%,4.06%,-0.83,-6.81%
0.80,6,-5%,40,12%,4.06%,-0.83,-6.81%
0.80,6,-5%,50,12%,4.06%,-0.83,-6.81%
0.80,6,-5%,20,15%,4.06%,-0.83,-7.66%
0.80,2,-8%,45,15%,4.06%,-0.25,-17.77%
0.80,2,-8%,50,15%,4.06%,-0.25,-17.77%
0.80,2,-8%,60,15%,4.06%,-0.25,-17.77%
0.60,2,-15%,30,30%,4.06%,0.12,-54.37%
0.80,5,-5%,30,35%,4.06%,-0.58,-13.50%
0.60,3,-10%,20,20%,4.05%,0.08,-51.27%
0.80,2,-6%,15,25%,4.05%,-0.32,-17.64%
0.80,2,-6%,15,30%,4.05%,-0.32,-17.64%
0.80,2,-6%,15,20%,4.05%,-0.32,-17.64%
0.70,3,-8%,60,15%,4.04%,-0.01,-38.21%
0.80,2,-8%,20,15%,4.04%,-0.29,-17.02%
0.80,3,-5%,20,35%,4.04%,-0.37,-13.50%
0.80,2,-5%,15,30%,4.03%,-0.37,-13.64%
0.80,2,-5%,15,25%,4.03%,-0.37,-13.64%
0.80,2,-5%,15,20%,4.03%,-0.37,-13.64%
0.70,2,-8%,45,15%,4.02%,0.02,-45.59%
0.70,2,-8%,60,20%,4.02%,0.03,-39.39%
0.65,10,-5%,60,20%,4.02%,-0.02,-39.76%
0.65,10,-10%,15,15%,4.01%,-0.04,-32.86%
0.70,2,-6%,60,20%,4.01%,0.01,-40.95%
0.60,8,-15%,50,15%,4.01%,0.05,-50.53%
0.60,8,-10%,15,20%,4.01%,0.05,-50.98%
0.65,8,-12%,45,15%,4.00%,0.01,-44.55%
0.70,3,-6%,30,30%,4.00%,-0.01,-34.02%
0.70,6,-10%,20,15%,3.99%,-0.08,-16.21%
0.60,3,-8%,15,25%,3.99%,0.08,-58.64%
0.80,3,-5%,60,35%,3.99%,-0.33,-17.86%
0.65,5,-8%,40,20%,3.99%,0.03,-40.56%
0.70,10,-15%,15,12%,3.99%,-0.17,-15.97%
0.70,4,-6%,20,15%,3.99%,-0.05,-25.55%
0.65,3,-5%,40,15%,3.99%,0.04,-48.70%
0.80,2,-6%,45,25%,3.99%,-0.31,-18.16%
0.80,2,-6%,45,20%,3.99%,-0.31,-18.16%
0.80,2,-6%,45,30%,3.99%,-0.31,-18.16%
0.80,3,-6%,20,25%,3.98%,-0.48,-11.93%
0.80,3,-6%,20,20%,3.98%,-0.48,-11.93%
0.80,3,-6%,20,30%,3.98%,-0.48,-11.93%
0.70,3,-6%,40,20%,3.98%,-0.01,-37.00%
0.65,3,-12%,30,15%,3.98%,0.06,-48.65%
0.65,8,-10%,50,15%,3.98%,0.01,-44.47%
0.80,2,-15%,40,15%,3.97%,-0.18,-17.67%
0.65,3,-10%,15,35%,3.96%,0.07,-44.13%
0.80,6,-5%,45,20%,3.96%,-0.78,-11.02%
0.80,5,-5%,45,30%,3.95%,-0.64,-13.73%
0.80,5,-5%,45,25%,3.95%,-0.64,-13.73%
0.70,3,-8%,45,20%,3.95%,-0.01,-32.31%
0.80,6,-5%,40,20%,3.94%,-0.80,-11.02%
0.60,10,-12%,30,15%,3.94%,0.03,-56.21%
0.60,3,-6%,50,20%,3.93%,0.06,-40.37%
0.80,2,-6%,40,25%,3.93%,-0.32,-18.16%
0.80,2,-6%,40,20%,3.93%,-0.32,-18.16%
0.80,2,-6%,40,30%,3.93%,-0.32,-18.16%
0.70,8,-15%,20,12%,3.93%,-0.12,-18.08%
0.70,6,-8%,15,15%,3.93%,-0.10,-16.72%
0.65,10,-12%,50,12%,3.93%,-0.02,-42.74%
0.80,4,-5%,30,35%,3.93%,-0.50,-15.02%
0.70,8,-8%,40,12%,3.93%,-0.12,-15.96%
0.80,6,-5%,30,30%,3.93%,-0.81,-10.82%
0.80,6,-5%,30,25%,3.93%,-0.81,-10.82%
0.80,6,-5%,30,20%,3.93%,-0.81,-10.82%
0.80,3,-6%,20,15%,3.92%,-0.51,-10.69%
0.70,6,-5%,60,12%,3.91%,-0.10,-25.10%
0.65,8,-15%,30,12%,3.91%,-0.00,-38.42%
0.80,5,-5%,30,12%,3.91%,-0.77,-8.77%
0.65,4,-5%,30,25%,3.91%,0.04,-38.99%
0.60,6,-6%,60,35%,3.91%,0.06,-47.05%
0.65,3,-15%,60,20%,3.91%,0.07,-49.01%
0.70,6,-5%,40,12%,3.91%,-0.10,-25.10%
0.80,6,-5%,60,15%,3.91%,-0.88,-7.96%
0.80,6,-5%,45,15%,3.91%,-0.88,-7.96%
0.80,6,-5%,40,15%,3.91%,-0.88,-7.96%
0.80,6,-5%,50,15%,3.91%,-0.88,-7.96%
0.70,4,-6%,40,15%,3.90%,-0.05,-30.91%
0.60,3,-15%,30,25%,3.90%,0.08,-48.33%
0.65,3,-12%,45,12%,3.90%,0.05,-58.09%
0.80,3,-6%,45,15%,3.89%,-0.44,-12.25%
0.80,3,-6%,60,15%,3.89%,-0.44,-12.25%
0.80,3,-6%,50,15%,3.89%,-0.44,-12.25%
0.80,3,-6%,40,15%,3.89%,-0.44,-12.25%
0.65,4,-15%,40,12%,3.88%,0.05,-58.24%
0.70,3,-10%,15,25%,3.88%,-0.01,-25.80%
0.80,6,-5%,50,20%,3.88%,-0.81,-11.02%
0.70,4,-5%,15,20%,3.87%,-0.05,-18.64%
0.60,2,-8%,50,15%,3.87%,0.07,-73.25%
0.70,2,-6%,15,15%,3.87%,0.01,-39.44%
0.65,5,-5%,15,25%,3.87%,0.02,-37.82%
0.70,2,-6%,40,20%,3.87%,0.01,-45.98%
0.65,10,-10%,50,15%,3.87%,-0.02,-39.46%
0.80,3,-6%,20,12%,3.87%,-0.53,-12.62%
0.80,2,-6%,20,35%,3.85%,-0.31,-21.33%
0.80,5,-5%,50,30%,3.85%,-0.67,-13.73%
0.80,5,-5%,50,25%,3.85%,-0.67,-13.73%
0.60,2,-10%,15,20%,3.85%,0.10,-46.53%
0.70,2,-8%,50,20%,3.85%,0.02,-37.23%
0.65,3,-10%,40,25%,3.84%,0.06,-46.17%
0.60,2,-10%,50,12%,3.84%,0.09,-71.02%
0.65,10,-12%,30,12%,3.84%,-0.03,-37.72%
0.80,2,-8%,40,15%,3.84%,-0.27,-19.26%
0.80,5,-5%,20,12%,3.83%,-0.81,-8.77%
0.60,5,-8%,30,25%,3.82%,0.06,-44.61%
0.60,8,-5%,50,25%,3.82%,0.04,-51.92%
0.80,5,-5%,40,25%,3.81%,-0.70,-13.73%
0.80,5,-5%,40,30%,3.81%,-0.70,-13.73%
0.60,2,-10%,40,30%,3.81%,0.09,-67.89%
0.65,2,-10%,45,15%,3.80%,0.06,-61.73%
0.80,4,-5%,45,25%,3.80%,-0.56,-15.30%
0.80,4,-5%,45,30%,3.80%,-0.56,-15.30%
0.70,5,-15%,60,12%,3.80%,-0.04,-25.44%
0.80,6,-5%,60,20%,3.79%,-0.84,-11.02%
0.65,10,-15%,20,12%,3.78%,-0.04,-36.80%
0.70,3,-10%,45,25%,3.78%,-0.00,-31.14%
0.60,8,-8%,50,20%,3.77%,0.04,-46.43%
0.65,4,-5%,60,30%,3.77%,0.03,-38.47%
0.70,5,-5%,20,12%,3.76%,-0.10,-26.29%
0.80,4,-5%,30,12%,3.75%,-0.69,-9.19%
0.70,2,-8%,20,25%,3.75%,0.03,-42.26%
0.60,2,-10%,40,35%,3.75%,0.10,-73.58%
0.60,4,-8%,30,20%,3.75%,0.05,-49.56%
0.65,8,-10%,30,15%,3.75%,-0.01,-37.73%
0.65,8,-12%,15,15%,3.75%,-0.02,-36.31%
0.70,3,-5%,50,30%,3.74%,-0.02,-39.06%
0.80,5,-5%,60,30%,3.74%,-0.70,-13.73%
0.80,5,-5%,60,25%,3.74%,-0.70,-13.73%
0.70,4,-5%,30,20%,3.74%,-0.05,-30.11%
0.65,8,-8%,15,20%,3.74%,-0.02,-36.01%
0.80,2,-6%,50,20%,3.74%,-0.35,-18.16%
0.80,2,-6%,50,30%,3.74%,-0.35,-18.16%
0.80,2,-6%,50,25%,3.74%,-0.35,-18.16%
0.65,2,-6%,50,12%,3.74%,0.05,-57.07%
0.70,3,-15%,20,15%,3.73%,-0.01,-30.59%
0.80,5,-5%,20,25%,3.73%,-0.80,-11.05%
0.80,5,-5%,20,30%,3.73%,-0.80,-11.05%
0.80,5,-5%,20,20%,3.73%,-0.80,-11.05%
0.70,10,-10%,20,12%,3.73%,-0.21,-10.40%
0.65,3,-12%,15,35%,3.73%,0.07,-46.86%
0.70,4,-15%,40,15%,3.72%,-0.02,-35.94%
0.80,5,-5%,30,15%,3.72%,-0.83,-10.13%
0.60,6,-12%,15,25%,3.72%,0.06,-59.32%
0.70,8,-15%,15,12%,3.71%,-0.15,-15.69%
0.65,2,-8%,50,15%,3.71%,0.06,-67.34%
0.65,2,-10%,50,15%,3.71%,0.05,-55.67%
0.65,8,-15%,15,15%,3.71%,-0.02,-29.79%
0.70,6,-6%,40,12%,3.71%,-0.12,-28.15%
0.80,3,-5%,30,35%,3.70%,-0.42,-17.48%
0.80,5,-5%,50,12%,3.70%,-0.84,-8.77%
0.80,5,-5%,40,12%,3.70%,-0.84,-8.77%
0.80,5,-5%,60,12%,3.70%,-0.84,-8.77%
0.80,5,-5%,45,12%,3.70%,-0.84,-8.77%
0.60,4,-15%,20,20%,3.70%,0.07,-48.98%
0.65,8,-10%,20,15%,3.70%,-0.02,-37.95%
0.80,5,-5%,20,15%,3.70%,-0.85,-9.77%
0.70,4,-8%,45,15%,3.70%,-0.05,-29.65%
0.70,8,-8%,60,12%,3.70%,-0.14,-16.60%
0.60,8,-8%,20,25%,3.69%,0.04,-45.18%
0.65,4,-8%,60,20%,3.69%,0.03,-39.03%
0.70,3,-5%,50,35%,3.68%,-0.02,-38.12%
0.60,5,-12%,50,20%,3.68%,0.05,-38.15%
0.80,2,-5%,15,12%,3.68%,-0.42,-13.64%
0.80,2,-5%,15,15%,3.68%,-0.42,-13.64%
0.80,2,-6%,30,20%,3.68%,-0.36,-19.71%
0.80,2,-6%,30,30%,3.68%,-0.36,-19.71%
0.80,2,-6%,30,25%,3.68%,-0.36,-19.71%
0.80,2,-5%,30,35%,3.68%,-0.32,-19.05%
0.80,2,-6%,40,12%,3.68%,-0.36,-16.74%
0.80,2,-6%,45,12%,3.68%,-0.36,-16.74%
0.80,2,-6%,60,12%,3.68%,-0.36,-16.74%
0.80,2,-6%,50,12%,3.68%,-0.36,-16.74%
0.60,6,-12%,40,20%,3.67%,0.05,-53.19%
0.80,2,-15%,45,15%,3.67%,-0.20,-19.08%
0.80,4,-5%,50,25%,3.67%,-0.59,-15.30%
0.80,4,-5%,50,30%,3.67%,-0.59,-15.30%
0.80,2,-5%,45,35%,3.67%,-0.32,-19.59%
0.60,2,-15%,50,25%,3.66%,0.10,-48.51%
0.80,4,-5%,20,12%,3.66%,-0.73,-9.19%
0.70,5,-10%,20,15%,3.66%,-0.08,-20.55%
0.70,3,-10%,60,20%,3.66%,-0.01,-41.67%
0.65,2,-6%,20,35%,3.66%,0.07,-62.14%
0.60,8,-8%,40,20%,3.66%,0.03,-46.98%
0.70,2,-12%,45,15%,3.65%,0.02,-38.17%
0.60,3,-6%,40,25%,3.65%,0.05,-34.26%
0.70,5,-10%,15,15%,3.65%,-0.09,-23.53%
0.70,3,-8%,50,15%,3.65%,-0.03,-42.91%
0.70,2,-8%,30,15%,3.64%,0.00,-39.31%
0.65,3,-10%,45,12%,3.64%,0.03,-58.83%
0.70,4,-8%,15,20%,3.64%,-0.06,-20.47%
0.70,6,-5%,50,12%,3.63%,-0.12,-25.10%
0.65,6,-6%,45,20%,3.63%,0.01,-41.83%
0.80,4,-5%,40,30%,3.63%,-0.63,-15.30%
0.80,4,-5%,40,25%,3.63%,-0.63,-15.30%
0.65,5,-10%,40,15%,3.62%,0.02,-51.28%
0.70,4,-6%,50,15%,3.62%,-0.07,-28.19%
0.80,2,-5%,40,35%,3.62%,-0.33,-19.59%
0.80,2,-6%,30,15%,3.61%,-0.37,-19.71%
0.60,4,-6%,15,20%,3.60%,0.04,-49.57%
0.65,5,-12%,30,15%,3.60%,0.02,-44.40%
0.60,2,-15%,60,35%,3.59%,0.13,-55.34%
0.65,10,-10%,20,15%,3.59%,-0.06,-33.87%
0.60,2,-6%,60,35%,3.59%,0.07,-58.42%
0.70,6,-8%,45,12%,3.59%,-0.11,-23.24%
0.80,5,-5%,45,20%,3.58%,-0.79,-13.73%
0.65,10,-6%,30,15%,3.58%,-0.06,-34.83%
0.60,10,-6%,45,20%,3.58%,0.01,-50.07%
0.60,8,-8%,15,20%,3.57%,0.03,-45.46%
0.70,8,-8%,50,12%,3.57%,-0.15,-16.60%
0.65,8,-15%,50,12%,3.57%,-0.01,-42.68%
0.70,3,-15%,45,25%,3.57%,0.01,-35.91%
0.70,8,-6%,15,12%,3.57%,-0.20,-21.52%
0.80,5,-5%,40,20%,3.56%,-0.81,-13.73%
0.60,6,-12%,15,20%,3.55%,0.05,-61.80%
0.70,4,-8%,50,15%,3.55%,-0.06,-28.92%
0.70,4,-6%,60,15%,3.54%,-0.07,-27.80%
0.60,4,-8%,15,25%,3.54%,0.06,-46.53%
0.75,2,-6%,15,12%,3.54%,-0.14,-23.23%
0.80,5,-5%,30,30%,3.54%,-0.83,-13.50%
0.80,5,-5%,30,20%,3.54%,-0.83,-13.50%
0.80,5,-5%,30,25%,3.54%,-0.83,-13.50%
0.65,3,-5%,30,20%,3.54%,0.02,-40.14%
0.65,2,-10%,20,35%,3.54%,0.09,-48.10%
0.80,4,-5%,20,20%,3.54%,-0.72,-11.99%
0.80,4,-5%,20,25%,3.54%,-0.72,-11.99%
0.80,4,-5%,20,30%,3.54%,-0.72,-11.99%
0.80,4,-5%,60,25%,3.53%,-0.63,-15.30%
0.80,4,-5%,60,30%,3.53%,-0.63,-15.30%
0.80,4,-5%,30,15%,3.53%,-0.75,-10.86%
0.80,3,-5%,45,30%,3.52%,-0.47,-17.86%
0.80,3,-5%,45,25%,3.52%,-0.47,-17.86%
0.65,2,-15%,45,12%,3.52%,0.09,-45.91%
0.65,5,-5%,40,30%,3.52%,0.02,-29.90%
0.80,5,-5%,45,15%,3.52%,-0.90,-10.13%
0.80,5,-5%,40,15%,3.52%,-0.90,-10.13%
0.80,5,-5%,50,15%,3.52%,-0.90,-10.13%
0.80,5,-5%,60,15%,3.52%,-0.90,-10.13%
0.70,2,-15%,30,20%,3.52%,0.03,-51.73%
0.60,10,-15%,15,15%,3.51%,0.01,-54.06%
0.65,5,-8%,60,25%,3.51%,0.02,-36.55%
0.65,10,-8%,30,15%,3.51%,-0.05,-36.06%
0.70,10,-8%,15,12%,3.51%,-0.24,-11.91%
0.70,3,-8%,45,25%,3.50%,-0.02,-30.41%
0.65,2,-5%,60,12%,3.50%,0.04,-56.27%
0.65,3,-6%,45,15%,3.50%,0.01,-47.20%
0.80,4,-5%,20,15%,3.50%,-0.77,-10.41%
0.80,4,-5%,50,12%,3.50%,-0.76,-9.19%
0.80,4,-5%,40,12%,3.50%,-0.76,-9.19%
0.80,4,-5%,45,12%,3.50%,-0.76,-9.19%
0.80,4,-5%,60,12%,3.50%,-0.76,-9.19%
0.60,6,-5%,40,25%,3.50%,0.04,-54.15%
0.70,5,-6%,20,12%,3.49%,-0.12,-27.26%
0.80,3,-5%,30,12%,3.49%,-0.58,-12.13%
0.60,2,-5%,45,35%,3.49%,0.07,-59.28%
0.60,5,-5%,20,25%,3.49%,0.04,-54.07%
0.65,3,-8%,50,15%,3.49%,0.03,-48.35%
0.80,5,-5%,50,20%,3.49%,-0.83,-13.73%
0.70,2,-8%,30,20%,3.48%,0.01,-47.00%
0.60,2,-15%,60,20%,3.48%,0.09,-43.56%
0.70,6,-6%,50,12%,3.48%,-0.13,-28.15%
0.70,4,-8%,60,15%,3.47%,-0.06,-29.23%
0.60,3,-5%,45,15%,3.47%,0.03,-61.37%
0.65,8,-12%,45,12%,3.46%,-0.02,-45.14%
0.70,4,-10%,20,15%,3.46%,-0.06,-23.71%
0.70,3,-5%,20,25%,3.45%,-0.05,-35.93%
0.70,6,-5%,20,12%,3.45%,-0.15,-22.09%
0.60,5,-15%,20,20%,3.45%,0.05,-43.04%
0.70,3,-10%,20,20%,3.43%,-0.03,-29.19%
0.60,4,-6%,20,25%,3.43%,0.04,-50.51%
0.60,5,-8%,60,20%,3.43%,0.03,-47.45%
0.80,2,-5%,50,35%,3.42%,-0.35,-19.59%
0.70,2,-10%,60,25%,3.42%,0.02,-43.60%
0.60,8,-10%,45,15%,3.42%,0.02,-53.55%
0.65,5,-12%,50,15%,3.42%,0.01,-52.77%
0.60,3,-15%,50,25%,3.41%,0.07,-49.38%
0.70,2,-8%,45,20%,3.41%,0.00,-45.07%
0.65,6,-8%,60,25%,3.41%,0.01,-35.78%
0.70,5,-10%,60,15%,3.41%,-0.08,-23.69%
0.70,5,-12%,15,20%,3.40%,-0.09,-19.49%
0.60,2,-12%,40,15%,3.40%,0.07,-58.21%
0.60,5,-6%,40,20%,3.40%,0.03,-45.53%
0.60,5,-5%,50,25%,3.40%,0.03,-53.68%
0.60,2,-6%,30,30%,3.39%,0.08,-52.46%
0.80,2,-6%,60,25%,3.39%,-0.40,-18.16%
0.80,2,-6%,60,30%,3.39%,-0.40,-18.16%
0.80,2,-6%,60,20%,3.39%,-0.40,-18.16%
0.60,3,-12%,30,35%,3.38%,0.07,-55.81%
0.80,5,-5%,60,20%,3.37%,-0.86,-13.73%
0.80,3,-5%,20,12%,3.37%,-0.62,-12.13%
0.70,4,-12%,60,12%,3.37%,-0.06,-27.96%
0.80,2,-15%,60,20%,3.37%,-0.21,-24.70%
0.80,3,-5%,50,30%,3.35%,-0.51,-17.86%
0.80,3,-5%,50,25%,3.35%,-0.51,-17.86%
0.80,4,-5%,45,20%,3.35%,-0.72,-15.30%
0.70,4,-5%,15,15%,3.34%,-0.10,-22.55%
0.65,3,-15%,30,12%,3.34%,0.04,-54.52%
0.70,4,-6%,45,15%,3.34%,-0.08,-30.52%
0.70,6,-8%,40,12%,3.34%,-0.13,-23.29%
0.70,6,-10%,60,12%,3.33%,-0.12,-20.64%
0.60,6,-5%,15,25%,3.32%,0.03,-58.19%
0.65,10,-12%,45,12%,3.32%,-0.06,-42.15%
0.80,4,-5%,40,20%,3.32%,-0.73,-15.30%
0.60,6,-5%,30,25%,3.32%,0.03,-54.48%
0.70,4,-15%,45,12%,3.32%,-0.05,-37.42%
0.80,3,-5%,40,30%,3.31%,-0.54,-17.86%
0.80,3,-5%,40,25%,3.31%,-0.54,-17.86%
0.80,2,-6%,40,15%,3.31%,-0.42,-18.16%
0.80,2,-6%,50,15%,3.31%,-0.42,-18.16%
0.80,2,-6%,45,15%,3.31%,-0.42,-18.16%
0.80,2,-6%,60,15%,3.31%,-0.42,-18.16%
0.65,4,-10%,30,15%,3.30%,0.01,-40.05%
0.70,4,-15%,60,12%,3.30%,-0.05,-30.49%
0.80,4,-5%,30,25%,3.30%,-0.75,-15.02%
0.80,4,-5%,30,20%,3.30%,-0.75,-15.02%
0.80,4,-5%,30,30%,3.30%,-0.75,-15.02%
0.70,3,-10%,60,15%,3.29%,-0.03,-40.16%
0.60,8,-15%,15,15%,3.29%,0.02,-59.72%
0.65,2,-15%,15,25%,3.29%,0.08,-48.66%
0.70,2,-6%,50,20%,3.29%,-0.02,-43.01%
0.65,8,-12%,50,15%,3.29%,-0.02,-45.64%
0.60,4,-12%,15,20%,3.29%,0.06,-58.87%
0.65,5,-12%,40,12%,3.28%,0.00,-48.45%
0.65,8,-6%,15,20%,3.28%,-0.05,-29.93%
0.60,6,-15%,30,20%,3.27%,0.04,-57.96%
0.70,8,-8%,30,12%,3.27%,-0.19,-14.84%
0.65,8,-5%,20,20%,3.27%,-0.05,-40.04%
0.80,4,-5%,50,15%,3.27%,-0.82,-10.86%
0.80,4,-5%,60,15%,3.27%,-0.82,-10.86%
0.80,4,-5%,40,15%,3.27%,-0.82,-10.86%
0.80,4,-5%,45,15%,3.27%,-0.82,-10.86%
0.80,2,-5%,20,25%,3.26%,-0.47,-13.46%
0.80,2,-5%,20,30%,3.26%,-0.47,-13.46%
0.80,2,-5%,20,20%,3.26%,-0.47,-13.46%
0.60,10,-8%,30,20%,3.25%,-0.00,-44.25%
0.60,6,-10%,20,20%,3.25%,0.03,-53.11%
0.65,8,-5%,45,20%,3.24%,-0.04,-43.79%
0.65,6,-5%,50,20%,3.24%,-0.01,-42.23%
0.60,3,-8%,15,35%,3.24%,0.06,-56.36%
0.70,6,-10%,50,12%,3.24%,-0.13,-20.64%
0.60,2,-12%,60,30%,3.23%,0.10,-52.88%
0.60,10,-15%,45,12%,3.23%,0.00,-55.18%
0.70,4,-5%,30,15%,3.23%,-0.09,-26.42%
0.65,2,-5%,40,30%,3.23%,0.04,-51.68%
0.80,4,-5%,50,20%,3.22%,-0.75,-15.30%
0.65,4,-10%,60,12%,3.22%,0.00,-52.56%
0.70,3,-5%,50,25%,3.22%,-0.05,-41.61%
0.60,2,-8%,40,20%,3.22%,0.06,-64.93%
0.75,2,-12%,15,12%,3.22%,-0.11,-28.11%
0.80,2,-15%,60,15%,3.22%,-0.25,-22.05%
0.80,2,-15%,50,15%,3.22%,-0.25,-22.05%
0.70,4,-15%,15,15%,3.21%,-0.07,-24.27%
0.80,3,-5%,20,30%,3.21%,-0.62,-13.50%
0.80,3,-5%,20,20%,3.21%,-0.62,-13.50%
